CustomerId,Q1,P1,Q2,P2,Q3,P3,Q4,P4,Q5,P5,Q6,P6,Q7,P7,Q8,P8,Q9,P9,Q10,P10,Q11,P11,Q12,P12,Total,Classification
ZM0139,5,3,3,3,3,1,3,5,4,7,4,7,2,3,4,7,4,7,3,5,2,1,1,0,49,Assertive
ZM0141,6,1,3,3,1,5,2,3,4,7,1,1,4,7,1,1,4,7,1,1,2,1,2,1,38,Balanced
ZM0142,1,5,4,5,2,2,2,3,1,1,4,7,3,5,4,7,5,9,2,3,2,1,1,0,48,Assertive
ZM0143,1,5,3,3,1,5,4,7,5,9,3,5,2,3,2,3,1,1,2,3,1,0,1,0,44,Assertive
ZM0144,4,5,1,1,2,2,1,1,5,9,2,3,1,1,4,7,1,1,3,5,1,0,2,1,36,Balanced
ZM0145,5,3,5,7,2,2,2,3,3,5,1,1,2,3,2,3,3,5,1,1,1,0,1,0,33,Balanced
ZM0146,5,3,5,7,2,2,3,5,3,5,1,1,2,3,2,3,3,5,2,3,1,0,2,1,38,Balanced
ZM0147,6,1,1,1,2,2,3,5,3,5,4,7,3,5,1,1,4,7,3,5,1,0,2,1,40,Balanced
ZM0148,4,5,4,5,1,5,3,5,5,9,3,5,1,1,4,7,2,3,2,3,2,1,2,1,50,Assertive
ZM0149,3,1,1,1,1,5,1,1,5,9,2,3,4,7,2,3,4,7,4,7,1,0,1,0,44,Assertive
ZM0150,2,3,3,3,3,1,3,5,4,7,1,1,4,7,3,5,1,1,4,7,1,0,1,0,40,Balanced
ZM0151,5,3,1,1,3,1,4,7,5,9,3,5,3,5,4,7,3,5,2,3,1,0,2,1,47,Assertive
ZM0153,4,5,5,7,3,1,2,3,2,3,2,3,4,7,1,1,3,5,2,3,2,1,2,1,40,Balanced
ZM0154,1,5,3,3,1,5,4,7,5,9,2,3,2,3,1,1,2,3,2,3,2,1,1,0,43,Assertive
ZM0156,2,3,1,1,1,5,4,7,3,5,4,7,1,1,1,1,2,3,2,3,1,0,1,0,36,Balanced
ZM0158,5,3,3,3,2,2,4,7,3,5,1,1,3,5,1,1,4,7,2,3,2,1,2,1,39,Balanced
ZM0160,2,3,2,2,2,2,1,1,1,1,2,3,2,3,4,7,3,5,1,1,1,0,1,0,28,Balanced
ZM0161,1,5,4,5,3,1,2,3,4,7,4,7,2,3,3,5,4,7,3,5,2,1,2,1,50,Assertive
ZM0162,4,5,5,7,3,1,3,5,3,5,3,5,1,1,3,5,2,3,1,1,1,0,1,0,38,Balanced
ZM0163,6,1,3,3,2,2,3,5,2,3,2,3,3,5,2,3,1,1,4,7,2,1,2,1,35,Balanced
ZM0165,6,1,3,3,2,2,3,5,3,5,3,5,3,5,1,1,4,7,3,5,1,0,1,0,39,Balanced
ZM0166,2,3,4,5,1,5,2,3,1,1,4,7,2,3,3,5,2,3,1,1,1,0,2,1,37,Balanced
ZM0168,5,3,4,5,3,1,4,7,2,3,1,1,4,7,4,7,2,3,2,3,2,1,2,1,42,Assertive
ZM0169,4,5,2,2,3,1,1,1,4,7,4,7,4,7,3,5,4,7,3,5,1,0,1,0,47,Assertive
ZM0170,2,3,3,3,3,1,2,3,2,3,3,5,1,1,1,1,4,7,1,1,2,1,2,1,30,Balanced
ZM0171,3,1,4,5,1,5,3,5,1,1,3,5,4,7,1,1,2,3,4,7,1,0,1,0,40,Balanced
ZM0173,6,1,2,2,1,5,1,1,3,5,4,7,4,7,3,5,4,7,4,7,2,1,2,1,49,Assertive
ZM0174,6,1,2,2,2,2,1,1,4,7,1,1,3,5,1,1,3,5,1,1,2,1,1,0,27,Balanced
ZM0175,2,3,3,3,2,2,2,3,1,1,4,7,4,7,1,1,3,5,1,1,1,0,2,1,34,Balanced
ZM0176,3,1,4,5,1,5,3,5,4,7,4,7,4,7,1,1,3,5,3,5,1,0,2,1,49,Assertive
ZM0177,3,1,1,1,3,1,1,1,2,3,2,3,3,5,4,7,2,3,1,1,1,0,1,0,26,Balanced
ZM0178,6,1,3,3,3,1,2,3,1,1,4,7,4,7,2,3,1,1,3,5,2,1,2,1,34,Balanced
ZM0179,3,1,4,5,3,1,1,1,1,1,1,1,3,5,1,1,1,1,4,7,2,1,1,0,25,Very Aggresive
ZM0180,2,3,2,2,2,2,1,1,3,5,3,5,2,3,3,5,2,3,3,5,1,0,1,0,34,Balanced
ZM0181,1,5,4,5,3,1,1,1,1,1,3,5,1,1,3,5,5,9,2,3,2,1,2,1,38,Balanced
ZM0183,2,3,1,1,3,1,1,1,5,9,2,3,3,5,2,3,3,5,2,3,2,1,2,1,36,Balanced
ZM0184,3,1,1,1,2,2,3,5,1,1,4,7,4,7,4,7,1,1,1,1,1,0,2,1,34,Balanced
ZM0185,5,3,2,2,3,1,3,5,3,5,1,1,3,5,4,7,1,1,3,5,1,0,2,1,36,Balanced
ZM0186,1,5,4,5,2,2,1,1,4,7,2,3,1,1,2,3,1,1,1,1,2,1,1,0,30,Balanced
ZM0187,6,1,2,2,2,2,4,7,5,9,1,1,1,1,4,7,1,1,3,5,1,0,2,1,37,Balanced
ZM0188,4,5,3,3,2,2,1,1,2,3,2,3,3,5,2,3,1,1,3,5,1,0,2,1,32,Balanced
ZM0189,3,1,1,1,2,2,2,3,5,9,1,1,2,3,2,3,3,5,3,5,1,0,2,1,34,Balanced
ZM0191,6,1,2,2,2,2,2,3,4,7,3,5,3,5,3,5,2,3,1,1,2,1,2,1,36,Balanced
ZM0192,4,5,5,7,1,5,2,3,4,7,4,7,3,5,2,3,1,1,3,5,2,1,2,1,50,Assertive
ZM0193,3,1,4,5,3,1,2,3,2,3,3,5,1,1,3,5,5,9,4,7,1,0,2,1,41,Assertive
ZM0194,3,1,5,7,2,2,2,3,5,9,4,7,1,1,1,1,4,7,4,7,2,1,2,1,47,Assertive
ZM0195,5,3,5,7,2,2,1,1,5,9,4,7,1,1,4,7,2,3,2,3,1,0,1,0,43,Assertive
ZM0196,4,5,5,7,3,1,4,7,3,5,3,5,4,7,1,1,2,3,2,3,1,0,2,1,45,Assertive
ZM0198,6,1,2,2,1,5,1,1,4,7,1,1,4,7,1,1,5,9,1,1,1,0,1,0,35,Balanced
ZM0199,6,1,4,5,3,1,4,7,5,9,2,3,2,3,1,1,1,1,1,1,2,1,1,0,33,Balanced
ZM0200,2,3,4,5,1,5,2,3,2,3,2,3,2,3,1,1,2,3,2,3,1,0,1,0,32,Balanced
ZM0201,6,1,5,7,3,1,4,7,1,1,2,3,3,5,4,7,3,5,4,7,1,0,1,0,44,Assertive
ZM0202,6,1,4,5,2,2,2,3,2,3,4,7,3,5,4,7,1,1,2,3,2,1,1,0,38,Balanced
ZM0203,2,3,3,3,3,1,4,7,1,1,4,7,2,3,3,5,5,9,3,5,1,0,1,0,44,Assertive
ZM0204,1,5,1,1,3,1,4,7,1,1,4,7,4,7,3,5,5,9,3,5,1,0,2,1,49,Assertive
ZM0205,4,5,2,2,2,2,1,1,4,7,3,5,4,7,2,3,2,3,4,7,1,0,2,1,43,Assertive
ZM0206,1,5,2,2,2,2,1,1,5,9,3,5,3,5,3,5,5,9,1,1,1,0,2,1,45,Assertive
ZM0208,1,5,3,3,1,5,4,7,1,1,3,5,4,7,3,5,1,1,2,3,2,1,2,1,44,Assertive
ZM0209,1,5,2,2,1,5,2,3,1,1,1,1,1,1,2,3,4,7,1,1,2,1,1,0,30,Balanced
ZM0210,4,5,3,3,2,2,3,5,4,7,4,7,3,5,1,1,2,3,1,1,2,1,2,1,41,Assertive
ZM0212,2,3,1,1,2,2,4,7,3,5,4,7,1,1,3,5,2,3,2,3,1,0,1,0,37,Balanced
ZM0213,2,3,5,7,2,2,3,5,3,5,1,1,1,1,4,7,2,3,2,3,2,1,1,0,38,Balanced
ZM0214,5,3,2,2,3,1,4,7,1,1,1,1,3,5,4,7,1,1,4,7,2,1,2,1,37,Balanced
ZM0215,1,5,5,7,1,5,4,7,1,1,4,7,3,5,4,7,4,7,3,5,1,0,2,1,57,Aggresive
ZM0216,5,3,4,5,1,5,4,7,5,9,2,3,4,7,3,5,1,1,4,7,2,1,2,1,54,Aggresive
ZM0217,1,5,1,1,1,5,1,1,3,5,2,3,2,3,2,3,1,1,2,3,1,0,2,1,31,Balanced
ZM0218,1,5,1,1,1,5,2,3,2,3,2,3,2,3,3,5,1,1,3,5,2,1,1,0,35,Balanced
ZM0219,2,3,4,5,2,2,4,7,5,9,2,3,3,5,4,7,3,5,3,5,1,0,1,0,51,Assertive
ZM022,1,5,5,7,1,5,1,1,3,5,2,3,1,1,3,5,1,1,4,7,2,1,2,1,42,Assertive
ZM0220,6,1,4,5,3,1,2,3,1,1,4,7,2,3,2,3,4,7,3,5,1,0,1,0,36,Balanced
ZM0222,3,1,4,5,1,5,4,7,2,3,2,3,1,1,3,5,1,1,2,3,1,0,1,0,34,Balanced
ZM0224,3,1,5,7,2,2,3,5,5,9,4,7,3,5,1,1,2,3,2,3,2,1,1,0,44,Assertive
ZM0225,3,1,1,1,2,2,3,5,5,9,1,1,4,7,4,7,1,1,2,3,2,1,1,0,38,Balanced
ZM0226,2,3,2,2,3,1,1,1,2,3,3,5,2,3,2,3,2,3,3,5,1,0,2,1,30,Balanced
ZM0227,5,3,5,7,3,1,4,7,5,9,1,1,1,1,1,1,3,5,3,5,2,1,1,0,41,Assertive
ZM0228,6,1,2,2,2,2,3,5,2,3,3,5,3,5,3,5,4,7,4,7,1,0,1,0,42,Assertive
ZM0229,5,3,1,1,1,5,4,7,5,9,2,3,2,3,3,5,1,1,3,5,1,0,1,0,42,Assertive
ZM0230,5,3,1,1,2,2,3,5,5,9,4,7,2,3,2,3,2,3,2,3,1,0,2,1,40,Balanced
ZM0233,2,3,2,2,1,5,4,7,3,5,3,5,1,1,4,7,3,5,1,1,1,0,2,1,42,Assertive
ZM0234,4,5,4,5,2,2,3,5,5,9,2,3,1,1,4,7,4,7,3,5,1,0,1,0,49,Assertive
ZM0235,5,3,3,3,3,1,2,3,2,3,1,1,2,3,2,3,4,7,2,3,1,0,1,0,30,Balanced
ZM0236,3,1,2,2,2,2,1,1,1,1,2,3,4,7,4,7,4,7,3,5,2,1,2,1,38,Balanced
ZM0237,5,3,3,3,3,1,2,3,4,7,1,1,2,3,2,3,3,5,4,7,1,0,1,0,36,Balanced
ZM0239,4,5,2,2,2,2,4,7,2,3,4,7,4,7,3,5,3,5,4,7,2,1,1,0,51,Assertive
ZM0240,2,3,2,2,2,2,2,3,3,5,2,3,4,7,3,5,4,7,4,7,2,1,1,0,45,Assertive
ZM0241,2,3,4,5,2,2,3,5,1,1,3,5,4,7,4,7,4,7,4,7,1,0,2,1,50,Assertive
ZM0242,4,5,1,1,3,1,1,1,3,5,1,1,2,3,3,5,5,9,3,5,2,1,1,0,37,Balanced
ZM0243,3,1,3,3,1,5,3,5,3,5,1,1,2,3,4,7,2,3,2,3,1,0,2,1,37,Balanced
ZM0244,2,3,3,3,3,1,1,1,2,3,4,7,4,7,2,3,1,1,4,7,1,0,2,1,37,Balanced
ZM0245,4,5,2,2,3,1,3,5,4,7,4,7,2,3,2,3,4,7,2,3,2,1,1,0,44,Assertive
ZM0246,4,5,1,1,2,2,3,5,5,9,4,7,2,3,3,5,1,1,4,7,2,1,2,1,47,Assertive
ZM0247,5,3,3,3,1,5,4,7,2,3,3,5,2,3,1,1,4,7,4,7,1,0,2,1,45,Assertive
ZM0248,4,5,1,1,3,1,3,5,3,5,3,5,1,1,4,7,3,5,3,5,1,0,2,1,41,Assertive
ZM0249,3,1,5,7,3,1,4,7,4,7,4,7,2,3,1,1,2,3,2,3,2,1,2,1,42,Assertive
ZM0250,6,1,2,2,3,1,3,5,4,7,1,1,2,3,2,3,5,9,1,1,1,0,2,1,34,Balanced
ZM0251,4,5,3,3,2,2,2,3,3,5,3,5,3,5,2,3,1,1,2,3,2,1,2,1,37,Balanced
ZM0252,1,5,4,5,2,2,3,5,2,3,4,7,4,7,3,5,4,7,4,7,2,1,2,1,55,Aggresive
ZM0253,1,5,5,7,3,1,1,1,1,1,4,7,4,7,4,7,2,3,1,1,2,1,2,1,42,Assertive
ZM0254,5,3,2,2,1,5,3,5,5,9,2,3,4,7,4,7,5,9,1,1,2,1,2,1,53,Aggresive
ZM0255,6,1,3,3,1,5,3,5,4,7,1,1,2,3,3,5,5,9,4,7,1,0,2,1,47,Assertive
ZM0256,1,5,4,5,1,5,4,7,2,3,2,3,4,7,1,1,4,7,1,1,2,1,2,1,46,Assertive
ZM0257,5,3,4,5,3,1,3,5,1,1,4,7,3,5,3,5,4,7,3,5,1,0,2,1,45,Assertive
ZM0258,6,1,3,3,3,1,2,3,5,9,1,1,1,1,3,5,4,7,2,3,1,0,1,0,34,Balanced
ZM0259,1,5,3,3,1,5,1,1,2,3,1,1,4,7,2,3,1,1,3,5,2,1,1,0,35,Balanced
ZM0260,2,3,1,1,1,5,3,5,2,3,3,5,2,3,1,1,2,3,1,1,1,0,2,1,31,Balanced
ZM0261,5,3,1,1,1,5,4,7,3,5,3,5,4,7,3,5,1,1,2,3,1,0,1,0,42,Assertive
ZM0262,4,5,2,2,2,2,2,3,4,7,2,3,3,5,3,5,2,3,4,7,1,0,1,0,42,Assertive
ZM0263,2,3,4,5,3,1,4,7,2,3,4,7,3,5,4,7,2,3,1,1,2,1,2,1,44,Assertive
ZM0264,5,3,1,1,3,1,2,3,3,5,4,7,3,5,4,7,4,7,1,1,1,0,2,1,41,Assertive
ZM0265,6,1,3,3,1,5,2,3,2,3,4,7,3,5,1,1,1,1,2,3,1,0,2,1,33,Balanced
ZM0266,2,3,1,1,3,1,4,7,2,3,3,5,3,5,2,3,1,1,3,5,1,0,2,1,35,Balanced
ZM0267,2,3,5,7,2,2,4,7,1,1,2,3,3,5,1,1,5,9,2,3,2,1,1,0,42,Assertive
ZM0268,5,3,1,1,2,2,2,3,4,7,1,1,1,1,1,1,5,9,1,1,1,0,2,1,30,Balanced
ZM0269,1,5,5,7,2,2,3,5,2,3,4,7,4,7,1,1,4,7,4,7,1,0,1,0,51,Assertive
ZM0270,1,5,5,7,1,5,4,7,2,3,4,7,4,7,4,7,1,1,4,7,2,1,1,0,57,Aggresive
ZM0273,5,3,4,5,1,5,2,3,3,5,3,5,2,3,1,1,1,1,4,7,1,0,2,1,39,Balanced
ZM0274,1,5,1,1,2,2,4,7,5,9,3,5,2,3,4,7,1,1,4,7,2,1,2,1,49,Assertive
ZM0275,2,3,4,5,1,5,1,1,1,1,4,7,3,5,4,7,4,7,1,1,2,1,1,0,43,Assertive
ZM0276,1,5,4,5,2,2,3,5,2,3,2,3,3,5,2,3,3,5,3,5,2,1,2,1,43,Assertive
ZM0277,4,5,1,1,1,5,3,5,4,7,2,3,3,5,2,3,2,3,1,1,1,0,2,1,39,Balanced
ZM0278,2,3,1,1,3,1,1,1,3,5,3,5,3,5,3,5,5,9,3,5,2,1,1,0,41,Assertive
ZM0279,5,3,2,2,2,2,4,7,4,7,2,3,3,5,2,3,3,5,4,7,1,0,2,1,45,Assertive
ZM0280,4,5,4,5,1,5,1,1,3,5,4,7,2,3,2,3,4,7,3,5,1,0,1,0,46,Assertive
ZM0281,1,5,5,7,1,5,2,3,3,5,2,3,2,3,1,1,3,5,3,5,2,1,1,0,43,Assertive
ZM0282,4,5,2,2,1,5,4,7,1,1,3,5,1,1,3,5,2,3,3,5,1,0,1,0,39,Balanced
ZM0283,4,5,5,7,3,1,4,7,1,1,1,1,1,1,3,5,3,5,3,5,1,0,2,1,39,Balanced
ZM0285,4,5,3,3,2,2,1,1,1,1,2,3,4,7,4,7,4,7,3,5,2,1,2,1,43,Assertive
ZM0286,6,1,2,2,1,5,4,7,3,5,4,7,4,7,4,7,2,3,1,1,1,0,2,1,46,Assertive
ZM0287,5,3,3,3,2,2,2,3,2,3,4,7,3,5,2,3,3,5,1,1,1,0,1,0,35,Balanced
ZM0288,1,5,4,5,1,5,2,3,5,9,1,1,1,1,3,5,5,9,3,5,1,0,1,0,48,Assertive
ZM0289,5,3,1,1,3,1,3,5,4,7,4,7,3,5,4,7,4,7,4,7,1,0,1,0,50,Assertive
ZM0291,3,1,4,5,1,5,4,7,2,3,2,3,2,3,4,7,4,7,1,1,1,0,2,1,43,Assertive
ZM0292,4,5,5,7,1,5,1,1,5,9,3,5,1,1,1,1,2,3,4,7,2,1,2,1,46,Assertive
ZM0293,4,5,1,1,1,5,4,7,4,7,2,3,3,5,2,3,1,1,2,3,1,0,2,1,41,Assertive
ZM0294,4,5,3,3,3,1,4,7,2,3,2,3,3,5,1,1,5,9,1,1,1,0,2,1,39,Balanced
ZM0295,4,5,1,1,1,5,3,5,1,1,1,1,1,1,4,7,5,9,1,1,2,1,1,0,37,Balanced
ZM0296,4,5,1,1,1,5,3,5,4,7,1,1,1,1,3,5,5,9,3,5,1,0,1,0,44,Assertive
ZM0297,3,1,4,5,3,1,1,1,4,7,4,7,2,3,3,5,1,1,3,5,2,1,2,1,38,Balanced
ZM0298,4,5,5,7,2,2,2,3,1,1,4,7,4,7,1,1,1,1,1,1,1,0,1,0,35,Balanced
ZM0299,4,5,2,2,2,2,1,1,4,7,4,7,1,1,1,1,3,5,3,5,2,1,2,1,38,Balanced
ZM0300,1,5,4,5,1,5,1,1,2,3,2,3,2,3,4,7,1,1,3,5,1,0,1,0,38,Balanced
ZM0301,5,3,5,7,2,2,3,5,4,7,3,5,2,3,3,5,1,1,3,5,1,0,2,1,44,Assertive
ZM0302,6,1,4,5,1,5,2,3,5,9,3,5,4,7,1,1,3,5,4,7,2,1,2,1,50,Assertive
ZM0303,5,3,2,2,1,5,2,3,2,3,1,1,2,3,3,5,3,5,3,5,2,1,2,1,37,Balanced
ZM0304,4,5,5,7,2,2,1,1,4,7,2,3,4,7,2,3,1,1,4,7,2,1,2,1,45,Assertive
ZM0305,5,3,3,3,3,1,2,3,2,3,3,5,2,3,3,5,4,7,3,5,1,0,1,0,38,Balanced
ZM0306,3,1,5,7,2,2,4,7,5,9,2,3,1,1,3,5,2,3,4,7,1,0,1,0,45,Assertive
ZM0307,2,3,2,2,1,5,3,5,1,1,4,7,1,1,2,3,2,3,4,7,2,1,2,1,39,Balanced
ZM0309,5,3,4,5,2,2,2,3,2,3,4,7,4,7,3,5,1,1,4,7,2,1,2,1,45,Assertive
ZM0310,3,1,5,7,3,1,2,3,5,9,2,3,2,3,2,3,5,9,4,7,1,0,2,1,47,Assertive
ZM0311,6,1,1,1,3,1,4,7,4,7,3,5,2,3,1,1,5,9,3,5,1,0,1,0,40,Balanced
ZM0312,6,1,2,2,1,5,4,7,1,1,1,1,1,1,1,1,2,3,4,7,2,1,2,1,31,Balanced
ZM0313,2,3,3,3,3,1,4,7,2,3,4,7,4,7,1,1,5,9,3,5,2,1,2,1,48,Assertive
ZM0316,5,3,1,1,2,2,1,1,3,5,4,7,2,3,3,5,4,7,3,5,1,0,2,1,40,Balanced
ZM0318,2,3,3,3,2,2,2,3,2,3,2,3,3,5,3,5,3,5,4,7,1,0,2,1,40,Balanced
ZM0319,3,1,2,2,1,5,1,1,4,7,1,1,3,5,3,5,4,7,2,3,2,1,1,0,38,Balanced
ZM0322,6,1,1,1,3,1,1,1,5,9,1,1,3,5,4,7,5,9,3,5,2,1,2,1,42,Assertive
ZM0323,2,3,4,5,1,5,4,7,4,7,1,1,4,7,2,3,4,7,2,3,1,0,2,1,49,Assertive
ZM0324,2,3,5,7,3,1,1,1,3,5,1,1,4,7,2,3,4,7,4,7,1,0,1,0,42,Assertive
ZM0325,4,5,3,3,3,1,3,5,3,5,1,1,2,3,1,1,1,1,3,5,2,1,2,1,32,Balanced
ZM0326,1,5,3,3,3,1,1,1,3,5,4,7,2,3,4,7,3,5,3,5,2,1,2,1,44,Assertive
ZM0327,3,1,1,1,3,1,1,1,1,1,2,3,2,3,3,5,1,1,1,1,2,1,2,1,20,Conservative
ZM0328,4,5,4,5,1,5,4,7,2,3,2,3,2,3,4,7,3,5,1,1,1,0,1,0,44,Assertive
ZM0329,5,3,2,2,2,2,1,1,1,1,4,7,4,7,1,1,2,3,4,7,2,1,1,0,35,Balanced
ZM0330,4,5,2,2,2,2,4,7,5,9,2,3,3,5,3,5,5,9,3,5,2,1,1,0,53,Aggresive
ZM0331,5,3,3,3,2,2,4,7,3,5,2,3,4,7,2,3,2,3,2,3,2,1,2,1,41,Assertive
ZM0332,2,3,1,1,2,2,1,1,4,7,4,7,1,1,4,7,2,3,4,7,1,0,2,1,40,Balanced
ZM0333,6,1,5,7,3,1,2,3,1,1,2,3,1,1,1,1,3,5,1,1,1,0,1,0,24,Conservative
ZM0334,2,3,4,5,1,5,4,7,1,1,3,5,4,7,2,3,2,3,4,7,2,1,2,1,48,Assertive
ZM0335,3,1,1,1,2,2,1,1,1,1,4,7,2,3,2,3,5,9,4,7,2,1,1,0,36,Balanced
ZM0336,4,5,5,7,3,1,1,1,1,1,3,5,3,5,2,3,3,5,3,5,2,1,2,1,40,Balanced
ZM0337,6,1,2,2,1,5,3,5,1,1,3,5,2,3,4,7,3,5,3,5,2,1,2,1,41,Assertive
ZM0338,1,5,2,2,1,5,3,5,2,3,3,5,1,1,2,3,2,3,1,1,2,1,1,0,34,Balanced
ZM0339,5,3,5,7,1,5,4,7,4,7,3,5,2,3,1,1,1,1,2,3,1,0,1,0,42,Assertive
